action potential,0.04136449878147515,1,141.39411764705883,23
long-term potentiation,0.047745503620343986,2,350.42592592592587,164
ancient greek,0.047985511765162026,3,596.0795454545455,351
depression (mood),0.047986648770286335,4,273.79838709677415,112
physician,0.04836815975278765,5,388.3235294117647,190
attention,0.049359620500181965,6,264.30769230769226,103
vomiting,0.05043517533641646,7,240.8050847457627,89
white matter,0.05246299640917666,8,179.0701754385965,45
ct scan,0.053903777341242014,9,301.75,134
emergence,0.05518166848196947,10,561.8235294117648,328
breastfeeding,0.05572983789904128,11,504.4130434782608,282
new scientist,0.05577227848426801,12,504.1875,281
ataxia,0.05602303640640245,13,238.44680851063828,88
corticosteroid,0.056990942259763686,14,493.9375,273
pregnancy,0.05713659085087651,15,287.223076923077,124
medicine,0.05792141386815738,16,298.46666666666664,129
broca's area,0.057955896963778564,17,615.4666666666667,375
computed tomography,0.05827142447696464,18,376.39285714285717,184
agonist,0.058974882658631614,19,359.48863636363643,173
event-related potential,0.059007758727044224,20,481.1315789473684,265
biosynthesis,0.05912794990061196,21,530.25,303
diarrhea,0.059803685630913116,22,530.9137931034483,304
nausea,0.060831592224829735,23,243.30882352941177,90
death,0.06095914585423193,24,294.62857142857143,126
blood–brain barrier,0.06214254177612907,25,143.88157894736844,26
hypertension,0.062383138345637114,26,300.8181818181818,133
gastrointestinal tract,0.06250084454012955,27,259.9642857142857,102
skin,0.0625883688132706,28,152.51923076923077,33
in vitro,0.06292117911241106,29,440.0862068965517,230
fever,0.06333137823215974,30,418.49999999999994,210
behavior,0.06345438361556598,31,351.2413793103448,165
oral administration,0.0637338066853912,32,507.77,285
urine,0.06399898020155878,33,379.39423076923083,187
alzheimer's disease,0.06407693819667085,34,133.7570093457944,19
positron emission tomography,0.0646168990134161,35,208.4090909090909,65
diabetes mellitus,0.06475742494641007,36,610.8409090909091,367
protein,0.06547495198026301,37,180.40517241379314,46
feces,0.06578542425830591,38,522.28,295
parkinson's disease,0.06591222368345089,39,151.08064516129033,30
symptom,0.06619952272604658,40,327.57894736842104,155
tremor,0.06622562437044152,41,430.8695652173913,218
biopsy,0.06635903869170995,42,391.4310344827586,192
evolution,0.06638708112561242,43,385.3181818181818,189
infection,0.06666490156147918,44,321.6224489795918,150
glucocorticoid,0.06675209895904632,45,402.96666666666664,200
ion channel,0.06677290425321017,46,367.0,178
chemotherapy,0.06687632519343976,47,357.7125,170
hypotension,0.06705819431392142,48,524.1875,299
corticosteroids,0.06719070496775884,49,773.6153846153846,427
long-term memory,0.06751782150164228,50,338.44642857142856,160
collagen,0.06766248715532655,51,535.9,307
national institutes of health,0.06766470953647366,52,522.6346153846154,296
bird,0.06802683329379723,53,485.890625,267
seizure,0.0681484773524851,54,193.6949152542373,54
gene,0.06851242150092597,55,217.23913043478262,72
antibodies,0.06880145475319402,56,396.2692307692308,195
sense,0.06892446616151532,57,396.6458333333333,196
g protein-coupled receptor,0.0689617517128499,58,615.2333333333332,373
multiple sclerosis,0.06901269270741875,59,164.48648648648648,38
epithelium,0.06913122481187672,60,433.92,224
natural selection,0.06921919526112195,61,552.016129032258,323
analgesic,0.06933386070563882,62,476.04166666666663,262
learning,0.06933605149100303,63,221.55555555555554,77
headache,0.06935968284713137,64,231.45967741935485,86
anemia,0.0693619603791369,65,476.7407407407407,263
water,0.06947486369272901,66,634.2,381
stroke,0.06982144993218678,67,126.3111111111111,17
vertebral column,0.07030475611036477,68,513.3421052631579,287
microorganism,0.07115487317799499,69,606.9090909090909,362
animal,0.07128462429000405,70,283.8557692307692,121
adenosine triphosphate,0.07133434197247139,71,343.55555555555554,163
in vivo,0.07141485482080809,72,412.13461538461536,207
amino acid,0.07154236136609166,73,392.9090909090909,194
dura mater,0.07167154044201729,74,270.9852941176471,110
homeostasis,0.07190940428600162,75,214.68,71
taste,0.07198326117994007,76,465.24999999999994,254
ectoderm,0.07207284733883088,77,402.72916666666663,199
intravenous therapy,0.0722444076623711,78,485.9347826086956,268
nitric oxide,0.07229416829367485,79,460.5,247
estradiol,0.07257887398299584,80,582.6818181818181,343
arthropod,0.07258901273577105,81,565.2045454545454,332
grey matter,0.07259377133017943,82,444.64285714285717,234
pain,0.07270373786233941,83,222.52830188679246,78
epinephrine,0.07282753633188586,84,516.825,290
metabolite,0.07294666284283069,85,418.6212121212121,211
calcium,0.07306671292958578,86,338.7878787878788,161
phosphorylation,0.07311802521533971,87,463.3703703703703,251
intramuscular injection,0.07320643275709651,88,526.8793103448276,301
endogenous,0.0733090216426315,89,353.0862068965517,168
blood,0.07360534136717829,90,147.09195402298852,28
cerebrospinal fluid,0.07373681032141975,91,123.18229166666666,16
anticonvulsant,0.07374577890422501,92,474.86363636363643,259
steroid,0.07389788587551283,93,604.2884615384614,359
sodium,0.07438728866905636,94,539.5394736842106,310
hormone,0.07462880829123753,95,184.9857142857143,49
pia mater,0.07487868005794553,96,529.0294117647059,302
peptide,0.07503653220869938,97,513.3863636363636,288
capillary,0.07506944892013248,98,461.85,248
mammal,0.07525507649494433,99,255.14864864864865,99
apoptosis,0.07526575383379455,100,374.64444444444445,183
sound,0.07549722324956851,101,589.5526315789474,345
medication,0.0755722127516407,102,581.8333333333334,342
fish,0.07560417538583153,103,562.2166666666667,329
language,0.07568549435586472,104,467.2931034482758,255
breast,0.07592343185361547,105,305.5735294117647,136
mutation,0.07608334678038886,106,486.485294117647,269
visual system,0.07617109626831932,107,211.98888888888888,68
amyotrophic lateral sclerosis,0.07621402639635087,108,300.640625,132
anatomical terms of location,0.076374245106668,109,757.25,421
psychiatry,0.07648218841584152,110,326.0769230769231,152
dizziness,0.07666711623137057,111,451.875,238
subcutaneous injection,0.07666781285958732,112,566.952380952381,334
central nervous system,0.0767379643445695,113,91.77800829875518,7
gene expression,0.0768188847602875,114,327.554347826087,154
anxiety,0.07686986935064896,115,298.68518518518516,130
meningitis,0.07696960365038964,116,330.7857142857143,156
enzyme,0.0771605854259122,117,283.1372549019608,119
blood pressure,0.07742186926656366,118,307.67948717948724,138
major depressive disorder,0.07753742931675431,119,392.02564102564105,193
clinical depression,0.07763423701721384,120,459.90909090909093,246
electroencephalography,0.07770408811693214,121,171.6532258064516,43
reward system,0.0777068083744157,122,505.2631578947369,284
vasopressin,0.07794922196631847,123,403.9375,202
virus,0.07821773045197991,124,431.24999999999994,220
eye,0.07826998123709371,125,327.4107142857142,153
diabetes,0.07841541255747117,126,593.3260869565217,348
vertebrate,0.07875770247933997,127,223.65079365079367,79
alcohol (drug),0.07934285469360411,128,458.4130434782608,243
obesity,0.07936231729811451,129,518.375,292
axon,0.0794009344906972,130,157.97058823529412,36
glucagon,0.07946659427445124,131,636.9375,383
blood vessel,0.0796716650250485,132,201.96428571428572,60
lactic acid,0.07999163765716462,133,548.0952380952381,318
depolarization,0.08015216649580126,134,532.9444444444445,305
intracranial pressure,0.08023425883504706,135,217.42045454545456,73
x-ray,0.08038907847220261,136,590.3166666666667,347
nervous system,0.0805530224991924,137,74.59872611464968,2
side effect,0.08062077967363163,138,638.5,384
lumbar puncture,0.08078361450167015,139,492.2105263157894,272
magnetic resonance imaging,0.08080882498486157,140,155.86170212765958,34
hypoxia (medical),0.08087155277388894,141,210.33636363636361,67
dysarthria,0.08095946317411483,142,490.81578947368416,271
tachycardia,0.08109230209813753,143,673.3333333333334,401
protein kinase a,0.08115724644757742,144,703.0384615384615,406
mri,0.08118747156270363,145,212.23958333333334,69
bone,0.08148706373546426,146,177.83333333333331,44
philosophy of mind,0.08159850548993583,147,521.6800000000001,294
third ventricle,0.08181647358150346,148,457.49999999999994,240
atherosclerosis,0.08188317192497094,149,504.8636363636363,283
route of administration,0.08194251590819543,150,982.35,462
ovulation,0.08207489431837472,151,716.7058823529412,409
substantia nigra,0.08224464954210267,152,535.7222222222223,306
genetics,0.08237083385730959,153,378.066037735849,185
vasoconstriction,0.08253444123644732,154,477.25,264
visual perception,0.08254452648089279,155,200.65384615384616,59
androgen,0.08262160610167255,156,671.5555555555555,399
sleep,0.08269525053925031,157,320.51666666666665,147
spinal cord,0.08282564834874237,158,64.16915422885572,1
edema,0.0828701449741995,159,435.01851851851853,225
glucose,0.08292166526903516,160,352.9893617021276,167
prognosis,0.0830225699038879,161,805.3333333333334,433
circulatory system,0.08339891271328358,162,245.75000000000003,92
disease,0.0836682013315238,163,364.258064516129,175
vasodilation,0.08386631483318695,164,632.1666666666667,380
gray matter,0.08390894721968828,165,596.7666666666668,352
histology,0.08409893518630597,166,509.0238095238095,286
double bond,0.08410912156255196,167,1173.5555555555554,492
surgery,0.08419406410135924,168,381.83333333333337,188
cell membrane,0.08427559619446988,169,246.29166666666666,93
gaba,0.08430257853236406,170,357.4074074074074,169
perception,0.08473798927295667,171,223.8727272727273,80
mammals,0.0847386394774455,172,450.5238095238095,237
uterus,0.08475924338003317,173,278.45098039215685,116
