krs-one,0.01112687367113954,1,187.2142857142857,47
lee quiñones,0.011426765104742552,2,64.9,20
debbie harry,0.019607616113846784,3,91.28571428571428,38
rapture (blondie song),0.020828145981310945,4,66.4,22
g funk,0.025935499189884977,5,87.375,34
rammellzee,0.02836076356167067,6,47.28571428571429,14
begging,0.029589690773648036,7,89.5,36
death of michael stewart,0.03001170859346525,8,83.375,30
bruno bischofberger,0.03303937035240681,9,81.25,26
keith haring,0.03927892148246606,10,28.638888888888886,5
break dancing,0.04017150411684608,11,107.33333333333333,41
blek le rat,0.04107314610554666,12,41.75,11
juxtapoz,0.041103658584316805,13,81.125,25
wild style,0.04181933147418988,14,56.583333333333336,17
lady pink,0.04411429352397675,15,79.875,24
afrika bambaataa,0.04441368016858542,16,81.57142857142858,27
"east village, manhattan",0.04732159932595313,17,92.4375,39
shepard fairey,0.04835018855810448,18,39.94444444444444,9
spoken word,0.04851189609213343,19,83.85714285714285,32
fun gallery,0.049768622654457764,20,46.285714285714285,13
style wars,0.05002064000483555,21,27.541666666666668,4
jean-michel basquiat,0.054219013560047484,22,37.300000000000004,7
hip hop,0.059911610620573735,23,215.69047619047618,48
electro (music),0.06951735840947487,24,148.7857142857143,46
b-boying,0.07005215523745623,25,56.07142857142857,16
upcycling,0.07173896428253845,26,84.625,33
urban exploration,0.07258261101213592,27,82.5,28
culture jamming,0.07320343733074024,28,83.1,29
"museum of contemporary art, los angeles",0.07350218622346304,29,141.35000000000002,44
andy warhol,0.07564704730094854,30,374.8888888888889,59
turntablism,0.07776932729497636,31,121.95833333333331,43
hip-hop music,0.07942344542600817,32,52.5,15
police,0.08022866554255989,33,249.2142857142857,52
rapping,0.0828431162122663,34,282.70454545454544,54
gangsta walking,0.08616683359818697,35,217.6666666666667,49
calligraphy,0.08621518399284983,36,144.57142857142858,45
breakdance,0.08801737351565067,37,114.5,42
b-boy,0.08910118083998836,38,107.33333333333333,40
aerosol paint,0.08970431146064806,39,41.4375,10
mosaic,0.0897723082838244,40,296.3125,56
crime,0.09121873066130352,41,283.42857142857144,55
new york city subway,0.09403494930265953,42,372.0,58
stencil,0.09503596567863183,43,44.38888888888889,12
public art,0.09644649822778456,44,60.11111111111111,18
berlin wall,0.09853884799726396,45,237.04166666666666,51
street installation,0.0987407570932902,46,68.2,23
vandalism,0.10545108413421056,47,11.2375,2
pop art,0.10548982321487467,48,235.05882352941174,50
protest art,0.11181503514742436,49,64.0,19
painting,0.11189245109200972,50,252.6086956521739,53
sticker art,0.11197397793616763,51,65.1,21
street art,0.1132322053287089,52,8.399999999999999,1
street artist,0.11488692689121308,53,33.349999999999994,6
art,0.1149427392919881,54,309.44444444444446,57
banksy,0.12232514771439662,55,16.166666666666668,3
murals,0.12267542658995464,56,87.375,35
brooklyn,0.12621311906527308,57,1103.4444444444446,61
punk rock,0.13386184068752988,58,904.3181818181819,60
wheatpaste,0.13511661346163345,59,83.625,31
berlin wall graffiti art,0.1423142623199379,60,90.87500000000001,37
stencil graffiti,0.1704683038399283,61,39.76923076923077,8
